name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Townhouse Apt. w/Backyard-20 min train to City!,7660014,Brooklyn,Bedford-Stuyvesant,40.6825,-73.91596,Entire home/apt,150,1,3,2019-06-28,3.0,1,228
Newly Renovated  Bright Studio In the East Village,2795371,Manhattan,East Village,40.72715,-73.98327,Entire home/apt,140,10,0,,0.0,2,264
Williamsburg Domino Park Prime Location 2 bedroom,11612418,Brooklyn,Williamsburg,40.71812,-73.96404,Entire home/apt,285,7,0,,0.0,1,6
Brooklyn 3BD family oasis w/ walk to Prospect Park,4336488,Brooklyn,Prospect-Lefferts Gardens,40.66365,-73.94611,Entire home/apt,135,3,0,,0.0,1,9
Stunning High Ceiling 2 Bedroom Apt!,145210031,Brooklyn,Bushwick,40.69965,-73.92837,Entire home/apt,199,6,0,,0.0,1,85
2 Twin Beds Room,261187437,Brooklyn,Borough Park,40.63314,-74.006,Private room,69,1,0,,0.0,6,365
Cobble Hill 2 Bedroom Garden Apartment Near Subway,76783729,Brooklyn,Cobble Hill,40.68732,-73.99096,Entire home/apt,289,30,0,,0.0,1,105
Spread Love it's the Brooklyn Way x 2,40846857,Brooklyn,Crown Heights,40.67327,-73.94951,Private room,70,4,0,,0.0,2,17
Quiet Bedroom in Modern Chelsea Apartment,261627898,Manhattan,Chelsea,40.74755,-74.00394,Private room,105,1,1,2019-06-25,1.0,2,31
Newly Renovated Bright Studio In The East Village,2795371,Manhattan,East Village,40.72878,-73.98478,Entire home/apt,129,20,0,,0.0,2,180
Private Room + Outdoor Space in Modern Chelsea Apt,261627898,Manhattan,Chelsea,40.74672,-74.00431,Private room,105,1,2,2019-07-06,2.0,2,31
Vibrant Private Room in Greenwich Village,50724816,Manhattan,Greenwich Village,40.72902,-74.00152,Private room,116,1,0,,0.0,1,105
Top Floor Fort Greene Park Manhattan Views!,270592883,Brooklyn,Fort Greene,40.688,-73.97008,Entire home/apt,199,2,1,2019-07-07,1.0,1,68
3bedroom First Floor apt in prime Williamsburg,3068092,Brooklyn,Williamsburg,40.71449,-73.9569,Entire home/apt,196,1,0,,0.0,1,95
New Boutique Sunny Luxury Williamsburg Condo,269112262,Brooklyn,Williamsburg,40.71443,-73.9527,Entire home/apt,175,2,0,,0.0,1,81
Brooklyn family apartment,16056444,Brooklyn,Greenpoint,40.72229,-73.94846,Entire home/apt,128,30,0,,0.0,1,312
★Large Full Floor Apartment in Heart of Times Sqr★,269854098,Manhattan,Hell's Kitchen,40.76246,-73.99193,Entire home/apt,250,2,0,,0.0,1,32
Beautiful Aptin heart of williamsburg .Sleeps 4,268815831,Brooklyn,Williamsburg,40.71109,-73.96191,Entire home/apt,100,2,1,2019-06-30,1.0,1,296
Downtown NYC - Across From the Freedom Tower!,73986440,Manhattan,Financial District,40.71047,-74.00761,Entire home/apt,150,30,1,2019-07-03,1.0,1,53
A Private Room in a Unique Apartment in Bushwick!,133138724,Brooklyn,Bushwick,40.68726,-73.91421,Private room,60,1,0,,0.0,1,179
"2beds Room steps to LGA, CitiField, JFK Manhattan",217463199,Queens,Flushing,40.74345,-73.82721,Private room,80,3,0,,0.0,4,358
Spacious & clean room 25 minutes from Manhattan,31044879,Queens,Sunnyside,40.73681,-73.92024,Private room,80,2,2,2019-07-01,2.0,2,188
"50% off! Futon, yard access,  trendy wburg",3360618,Brooklyn,Williamsburg,40.71246,-73.94014,Private room,57,2,1,2019-07-01,1.0,3,16
"50% off! Sliding door yard access,  trendy wburg",3360618,Brooklyn,Williamsburg,40.71329,-73.93993,Private room,59,2,2,2019-07-04,2.0,3,15
Huge room on the Upper West Side!!!,270631254,Manhattan,Upper West Side,40.799,-73.97012,Private room,130,2,0,,0.0,1,71
The Empress den,270651073,Queens,Edgemere,40.5954,-73.7764,Private room,50,3,0,,0.0,1,363
Urban Heaven in the City! Near Yankee Stdm/Harlem,30873670,Bronx,Longwood,40.82101,-73.90919,Entire home/apt,75,3,0,,0.0,1,0
Perfect Weekend Stay,229739739,Brooklyn,Flatbush,40.64726,-73.95455,Private room,85,14,0,,0.0,2,176
One Bedroom Oasis in the Heart of Brooklyn,70538107,Brooklyn,Bushwick,40.68834,-73.90714,Private room,45,1,0,,0.0,1,16
PERFECT CHIC DOWNTOWN APARTMENT,11306615,Manhattan,Chinatown,40.71767,-73.9997,Entire home/apt,350,2,0,,0.0,2,12
Private Comfortable Room near Subway,164648188,Brooklyn,East New York,40.67595,-73.87964,Private room,50,3,0,,0.0,2,23
"Spacious, light studio in heart of Alphabet City",6230673,Manhattan,East Village,40.72304,-73.9791,Entire home/apt,119,12,0,,0.0,1,247
Large Cozy Newly Renovated 1 Bedroom Private Apt,200927536,Brooklyn,Bushwick,40.70517,-73.91703,Entire home/apt,120,2,0,,0.0,3,155
"Greatest view in nyc , biggest room also!",189081814,Manhattan,Kips Bay,40.74476,-73.97622,Private room,200,1,0,,0.0,1,89
3 Bed Astoria Dream By N/W Train | Street Parking,253839975,Queens,Ditmars Steinway,40.77674,-73.91031,Entire home/apt,190,4,0,,0.0,1,152
"Heart of NYC! - Large, Spacious, Bright 1 Bedroom!",1386697,Manhattan,Midtown,40.75913,-73.96487,Entire home/apt,133,30,0,,0.0,1,246
Half rental fee the first month in Brooklyn!,89264510,Brooklyn,Bushwick,40.69399,-73.92609,Private room,50,1,1,2019-06-30,1.0,1,365
Serenity,266981597,Brooklyn,Flatbush,40.65087,-73.95566,Entire home/apt,123,1,0,,0.0,1,365
CHARMING THREE BEDROOM APARTMENT IN MANHATTAN,270578453,Manhattan,Washington Heights,40.84154,-73.93766,Entire home/apt,260,5,0,,0.0,1,260
Penthouse Lofts + Private Terrace!,270590027,Brooklyn,Williamsburg,40.70907,-73.95054,Entire home/apt,599,2,1,2019-07-05,1.0,1,346
Waterfront 1 BR 2 Bath w/ Pool Prime Williamsburg,1325958,Brooklyn,Williamsburg,40.72013,-73.96299,Entire home/apt,300,14,0,,0.0,1,38
Private 1 bedroom studio bed and breakfast,145140746,Brooklyn,Bedford-Stuyvesant,40.68735,-73.9277,Private room,250,2,0,,0.0,1,350
"Amazing Bedroom , two stops from Times Square! LIC",218986739,Queens,Long Island City,40.74586,-73.94553,Private room,79,2,0,,0.0,2,279
Riverside Drive Apartment,59181407,Manhattan,Washington Heights,40.83573,-73.94895,Entire home/apt,129,31,0,,0.0,1,306
River views in the heart of NYC,9790846,Manhattan,Murray Hill,40.74686,-73.97361,Private room,185,1,0,,0.0,1,310
Beautiful Bedroom steps away from Central Park,270790446,Manhattan,East Harlem,40.79584,-73.94747,Private room,75,5,1,2019-06-25,1.0,1,291
Amazing*Quiet*Sunny*Bedroom*PrivateLivingRm*Charm*,4128829,Queens,Ditmars Steinway,40.77292,-73.90101,Private room,62,9,0,,0.0,2,365
Private Cozy Room near Subway,164648188,Brooklyn,East New York,40.67407,-73.88179,Private room,49,3,0,,0.0,2,23
"Comfortable place to stay, downtown Manhattan, NYC",33205064,Manhattan,Financial District,40.70372,-74.01002,Shared room,65,1,0,,0.0,1,357
Stylish 2 Beds Apartment with Private Parking,270796745,Bronx,Allerton,40.86886,-73.84915,Entire home/apt,140,2,1,2019-06-30,1.0,1,175
"Bright, airy & cute Single Bedroom in Williamsburg",1857457,Brooklyn,Williamsburg,40.7137,-73.94331,Entire home/apt,180,2,0,,0.0,1,6
Sunny 1 Bedroom in Historic Lower East Side,70682660,Manhattan,Lower East Side,40.72037,-73.9872,Entire home/apt,143,4,0,,0.0,1,343
Sunny and Spacious  room near CUMC,269078124,Manhattan,Washington Heights,40.84251,-73.94105,Private room,52,1,0,,0.0,3,33
Comfy room near Columbia Uni medical school,269078124,Manhattan,Washington Heights,40.84288,-73.94201,Private room,54,1,0,,0.0,3,6
Private room like studio in shared APT,269078124,Manhattan,Washington Heights,40.84365,-73.94069,Private room,60,20,0,,0.0,3,180
Beautiful Sheepshead Bay  experience.,9484127,Brooklyn,Sheepshead Bay,40.58387,-73.93957,Entire home/apt,300,3,0,,0.0,1,364
Comfortable room in Brooklyn 30 min to Manhattan,270823235,Brooklyn,Flatbush,40.65168,-73.96269,Private room,50,2,3,2019-07-07,3.0,1,3
Cozy private bedroom in Chinatown/Lower East Side,60441049,Manhattan,Chinatown,40.71409,-73.99427,Private room,71,1,0,,0.0,1,259
Amazing One Bedroom near Times Square,270829995,Manhattan,Murray Hill,40.74811,-73.97718,Entire home/apt,168,3,0,,0.0,1,341
Cosy LES Apartment,270829432,Manhattan,East Village,40.72309,-73.98519,Entire home/apt,195,1,0,,0.0,1,25
Bedroom in Astoria 20min to Manhattan,259683021,Queens,Astoria,40.77441,-73.93641,Private room,50,2,1,2019-07-06,1.0,1,1
Brand New Hamilton Heights Apartment,38576999,Manhattan,Harlem,40.82806,-73.94537,Private room,50,20,0,,0.0,1,42
★★ 4Br 2Ba Getaway in Chelsea ★★,268449136,Manhattan,Chelsea,40.74263,-74.00234,Entire home/apt,800,3,1,2019-07-01,1.0,1,345
Grand and Bright Home in Historic Park Slope,185212,Brooklyn,Park Slope,40.67091,-73.97479,Entire home/apt,168,5,0,,0.0,1,23
SHANGRI-LUZ: Urban Oasis,50224626,Queens,Ridgewood,40.70491,-73.91024,Private room,45,2,1,2019-07-07,1.0,1,133
Clinton Hill CrashPad Near Subway/Citibike/Pratt,21261408,Brooklyn,Clinton Hill,40.68783,-73.96061,Shared room,40,1,3,2019-07-06,3.0,6,350
1 Large Apartment in Williamsburg,270845109,Brooklyn,Williamsburg,40.71336,-73.95865,Entire home/apt,150,5,1,2019-06-28,1.0,1,327
Home Away From Home in the Bronx,270852954,Bronx,Westchester Square,40.83671,-73.84677,Private room,75,1,0,,0.0,1,363
NYC Traveler’s dream,197551920,Manhattan,Theater District,40.76122,-73.98655,Private room,70,1,2,2019-07-07,2.0,1,39
Spectacular Views of NYC - 54th Floor Corner Apt,89394733,Manhattan,Chelsea,40.75003,-74.01455,Entire home/apt,250,90,0,,0.0,1,244
Spacious 2BR Manhattan/NYC  apt. Mins. to time sq.,55711801,Manhattan,Harlem,40.82297,-73.94882,Entire home/apt,139,1,0,,0.0,1,29
Comfortable luxury apartment with Manhattan views,24266846,Brooklyn,Williamsburg,40.71329,-73.9653,Entire home/apt,345,6,0,,0.0,1,22
Modern and Charming Greenpoint by the Park,185352365,Brooklyn,Greenpoint,40.72214,-73.94566,Entire home/apt,220,2,0,,0.0,1,12
"Unique 4bed/2Bath Place Close to Subway, Food&MORE",258091747,Manhattan,Upper West Side,40.79577,-73.97377,Entire home/apt,399,4,0,,0.0,1,248
Soho Comfort,91111113,Manhattan,SoHo,40.72236,-74.00255,Entire home/apt,125,3,1,2019-07-03,1.0,1,77
Apartment in Kensington area of Brooklyn,161196794,Brooklyn,Kensington,40.64126,-73.97797,Entire home/apt,169,1,2,2019-06-30,2.0,1,53
Gorgeous Views in a Shared Space,43726295,Manhattan,Financial District,40.70815,-74.00619,Shared room,105,6,0,,0.0,1,87
★Premier Queen Room with Balcony ★,270874051,Queens,Long Island City,40.75436,-73.93483,Private room,99,1,0,,0.0,8,319
24+Day Stay:1000 sq Bsmt Apartment  Great Living,270878146,Queens,Maspeth,40.72205,-73.91024,Entire home/apt,70,24,0,,0.0,1,52
Cosy Bedroom in the Heart of Manhattan,30461045,Manhattan,Midtown,40.76384,-73.98248,Private room,125,1,6,2019-07-01,6.0,1,142
637 Hawthorne Street,270871567,Brooklyn,East Flatbush,40.65855,-73.93794,Entire home/apt,150,5,0,,0.0,1,365
"Cozy ,quiet with lots of attractions near by",85518583,Brooklyn,Williamsburg,40.7191,-73.95685,Entire home/apt,151,14,0,,0.0,1,25
Bright and Cozy Room - Renovated Williamsburg Apt,22883314,Brooklyn,Williamsburg,40.71073,-73.96208,Private room,80,2,2,2019-07-01,2.0,1,42
Room in cozy Brooklyn apartment,1639684,Brooklyn,Williamsburg,40.70757,-73.94247,Private room,49,5,0,,0.0,1,4
Centrally Located 1BDR With Furnished Patio,270906714,Manhattan,Hell's Kitchen,40.75654,-73.99173,Entire home/apt,320,3,0,,0.0,1,341
"Luxury Spacious Cityview Studio, Lots of Sunshine!",82650642,Queens,Long Island City,40.74818,-73.94123,Entire home/apt,116,90,0,,0.0,1,131
Beautiful Rooftop Home -Upper East Side -,39021367,Manhattan,Upper East Side,40.77097,-73.95245,Entire home/apt,149,6,0,,0.0,1,82
Spacious private room - minutes to Manhattan train,22534862,Queens,Rego Park,40.72364,-73.85605,Private room,100,1,0,,0.0,1,341
Cozy Sunlit Brooklyn Apt (GREEN ROOM),119051571,Brooklyn,Bedford-Stuyvesant,40.69346,-73.96064,Private room,90,1,1,2019-06-29,1.0,2,321
"Good Bedroom close to the Subways L,J,A,C and Z",175103962,Brooklyn,Bedford-Stuyvesant,40.68058,-73.90702,Private room,60,1,0,,0.0,6,152
Bushwicks Finest!! Enjoy a long weekend or week!!!,181075211,Brooklyn,Bedford-Stuyvesant,40.69107,-73.92638,Private room,56,2,1,2019-07-05,1.0,1,179
Charming entire apartment in Hell's Kitchen,2967377,Manhattan,Hell's Kitchen,40.76279,-73.99463,Entire home/apt,15,2,0,,0.0,1,139
Be our guest!,40188920,Queens,Maspeth,40.72201,-73.90822,Private room,40,1,0,,0.0,1,82
Cozy and Renovated Private Studio,44355774,Brooklyn,Prospect-Lefferts Gardens,40.66116,-73.96156,Entire home/apt,82,14,0,,0.0,1,30
Trendy and Modern Apartment in New York City,221213143,Manhattan,Kips Bay,40.74164,-73.982,Entire home/apt,350,1,0,,0.0,9,337
New Spacious 3BR/1BA Apt mins to Columbia University,221201482,Manhattan,Harlem,40.80927,-73.9472,Entire home/apt,99,2,0,,0.0,1,189
Gorgeous sunny room in fabulous Brooklyn duplex,3103656,Brooklyn,Bushwick,40.69184,-73.90924,Private room,99,3,0,,0.0,2,150
Private Spacious Artist’s Bedroom In Manhattan,271029539,Manhattan,Harlem,40.82165,-73.95423,Private room,48,1,1,2019-07-06,1.0,4,128
Beautiful and light-filled Park Slope studio,23384343,Brooklyn,Park Slope,40.68258,-73.97771,Entire home/apt,100,5,0,,0.0,1,8
Cute & Clean Chinatown 1 bedroom!,271030049,Manhattan,Chinatown,40.71554,-73.9982,Entire home/apt,146,4,0,,0.0,1,36
LUXRY SPACE IN WILLIAMSBURG - 10 MIN TO CITY,270881069,Brooklyn,Williamsburg,40.71797,-73.94948,Private room,150,3,0,,0.0,1,344
1 bdr in heart of Harlem,6150742,Manhattan,Harlem,40.81761,-73.94434,Private room,80,1,1,2019-07-07,1.0,1,86
A cute guest unit in Brooklyn,270309212,Brooklyn,Borough Park,40.64137,-73.98654,Entire home/apt,67,1,1,2019-07-02,1.0,1,49
Live in style @ the BEST LOCATION in MANHATTAN,10117927,Manhattan,Gramercy,40.73708,-73.98826,Entire home/apt,180,3,0,,0.0,1,4
Comfortable 2 bedroom apartment in HK 4-5ppl,268332955,Manhattan,Hell's Kitchen,40.76577,-73.98482,Entire home/apt,269,3,0,,0.0,1,329
Manhatten dream apt thats just like home.,1967818,Manhattan,Hell's Kitchen,40.76769,-73.99129,Private room,110,30,0,,0.0,1,105
Lovely Two Bedroom Next to Central Park,218969291,Manhattan,Upper West Side,40.78635,-73.97636,Entire home/apt,279,5,2,2019-07-02,2.0,1,346
GRAMERCY + WIGWAM = FUN!!!,270620369,Manhattan,Midtown,40.74188,-73.98419,Entire home/apt,650,3,0,,0.0,1,337
Sun Filled | Grand | Studio in Heart of SoHo,237189890,Manhattan,SoHo,40.72088,-74.00318,Entire home/apt,150,30,0,,0.0,1,32
Cozy Room in the heart of Williamsburg!,153713033,Brooklyn,Williamsburg,40.71432,-73.94805,Private room,48,7,1,2019-06-29,1.0,1,13
Home Away From Home,271069449,Queens,Arverne,40.59125,-73.79683,Entire home/apt,129,2,1,2019-06-30,1.0,1,362
Luxury 2 bed in great neighborhood,271070664,Brooklyn,East Flatbush,40.65394,-73.92777,Entire home/apt,150,6,0,,0.0,1,62
"Luxury, Doorman, Steps From United Nations,",52950465,Manhattan,Midtown,40.75258,-73.97111,Private room,134,30,0,,0.0,12,365
Sunlit Room in Cozy Apartment,89830146,Brooklyn,Crown Heights,40.66801,-73.94863,Private room,50,2,0,,0.0,1,29
2 Bedroom Fits 4 In Downtown NYC,267458545,Manhattan,Nolita,40.7223,-73.99508,Entire home/apt,225,7,1,2019-07-03,1.0,1,76
Awesome comfy 1st fl walk up across from subway,743321,Manhattan,Midtown,40.75747,-73.96892,Entire home/apt,125,7,0,,0.0,1,34
Spacious Sunny Private Bedroom with Windows,2355573,Brooklyn,Williamsburg,40.71808,-73.94261,Private room,44,5,1,2019-07-08,1.0,2,40
Best in Greenwood 1min walk 15min Manhattan,27922303,Brooklyn,Sunset Park,40.65625,-74.0038,Private room,75,2,1,2019-07-01,1.0,2,311
Cozy Apartment in the Historic Village of FiDi!,32990881,Manhattan,Financial District,40.70328,-74.01099,Entire home/apt,180,2,2,2019-06-30,2.0,1,295
"Large 1 Bedroom Apartment, Steps to Central Park!!",263336381,Manhattan,Upper West Side,40.7836,-73.97511,Entire home/apt,135,30,0,,0.0,1,44
Breezy Plant Filled Oasis w/ Warm Miminalism,23436595,Brooklyn,Greenpoint,40.72803,-73.95557,Entire home/apt,180,3,0,,0.0,2,262
Full Service amenities Designer Modern New Studio,117953124,Manhattan,Financial District,40.70534,-74.00631,Entire home/apt,180,30,0,,0.0,1,333
"Views, modern layout, elevator, sweet LES.",1316936,Manhattan,Chinatown,40.71688,-73.9904,Private room,125,31,0,,0.0,1,179
Spacious room in historic brownstone,60404912,Brooklyn,Flatbush,40.64235,-73.95227,Private room,50,2,1,2019-07-07,1.0,1,7
Great deal-private-NON shared apt in Chelsea,271114286,Manhattan,Chelsea,40.74169,-73.99723,Entire home/apt,240,2,0,,0.0,1,6
Private Room Dumbo,113058525,Brooklyn,Vinegar Hill,40.70089,-73.98253,Private room,75,1,0,,0.0,1,7
The blue house,56602710,Bronx,Melrose,40.82093,-73.91279,Entire home/apt,125,2,0,,0.0,1,207
Charming and Spacious 2 Bedroom Midtown Apt,270309706,Manhattan,Hell's Kitchen,40.76496,-73.98928,Entire home/apt,244,3,0,,0.0,1,167
Amazing Wiliamsburg Private Room,222287033,Brooklyn,Williamsburg,40.71096,-73.96575,Private room,95,2,0,,0.0,5,211
Beautiful room in Williamsburg,222287033,Brooklyn,Williamsburg,40.71259,-73.96669,Private room,95,2,0,,0.0,5,193
Charming room in Williamsburg,222287033,Brooklyn,Williamsburg,40.71129,-73.96555,Private room,90,2,0,,0.0,5,211
Modern & Hip Building-Lower East Side- Elevator!,4239407,Manhattan,Lower East Side,40.71467,-73.98985,Entire home/apt,209,3,0,,0.0,2,5
Delightful room in Williamsburg,222287033,Brooklyn,Williamsburg,40.7122,-73.96667,Private room,90,2,0,,0.0,5,211
✨Superb Room- 2 Queen Beds ✨,270874051,Queens,Long Island City,40.75255,-73.93324,Private room,149,1,0,,0.0,8,316
Comfortable & independent apartment in Queens NY,234010972,Queens,East Elmhurst,40.75888,-73.87889,Entire home/apt,120,1,0,,0.0,1,264
Spacious Sunny Apartment (July 4 to 7),204301604,Manhattan,Midtown,40.75669,-73.96848,Private room,100,2,0,,0.0,1,89
"Huge, Clean & Quiet room in a 2 BR Apt",167769983,Manhattan,Stuyvesant Town,40.73221,-73.97941,Private room,77,21,2,2019-06-25,2.0,1,321
"A clean, comfortable private room near Bowne park",215128544,Queens,Flushing,40.76987,-73.80451,Private room,48,1,3,2019-07-04,3.0,2,166
★Premier Queen Room with Balcony ★,270874051,Queens,Long Island City,40.753,-73.93485,Private room,99,1,0,,0.0,8,319
RARE | Entire 2-bed apt ♥ 0 min to M/L train,227206998,Brooklyn,Bushwick,40.69975,-73.91202,Entire home/apt,150,1,0,,0.0,1,41
"The clean, cozy room next to a beautiful park.",215128544,Queens,Flushing,40.76986,-73.80515,Private room,49,1,2,2019-07-07,2.0,2,168
Nice room to rent 1,230720704,Bronx,North Riverdale,40.91306,-73.89389,Private room,40,1,1,2019-07-06,1.0,3,175
Cozy entire apt in Queens near St. John's Univ,271146927,Queens,Jamaica Estates,40.72124,-73.80072,Entire home/apt,68,2,2,2019-07-07,2.0,1,43
Large bedroom with private bathroom is suit,225118276,Brooklyn,Bedford-Stuyvesant,40.6838,-73.92854,Private room,75,1,7,2019-07-06,7.0,1,326
Luxury building Brand new Apartment in Chelsea!,271151866,Manhattan,Chelsea,40.74438,-73.997,Entire home/apt,250,5,0,,0.0,1,60
Nice house room 2 near van cortlandt park,230720704,Bronx,North Riverdale,40.91167,-73.89566,Private room,40,1,1,2019-07-06,1.0,3,174
Newly Renovated 1 BD w/ AC & Netflix in Queens (2),268784513,Queens,East Elmhurst,40.75755,-73.88199,Private room,50,1,3,2019-07-05,3.0,3,359
✨Superb Room- 2 Queen Beds and Balcony  ✨,270874051,Queens,Long Island City,40.75368,-73.93298,Private room,159,1,0,,0.0,8,318
LARGE COZY ROOM FOR 2people +1(child)+AMENITIES ),271162941,Brooklyn,Midwood,40.62351,-73.95509,Private room,120,1,2,2019-06-30,2.0,3,330
Colorful + Comfortable Downtown NYC Apartment,32768394,Manhattan,East Village,40.72338,-73.9851,Entire home/apt,180,3,0,,0.0,1,17
Lovely Private Corner Room in Bushwick,249235228,Brooklyn,Bedford-Stuyvesant,40.68996,-73.92669,Private room,55,3,0,,0.0,1,84
Beachside Serenity,36380968,Brooklyn,Brighton Beach,40.57759,-73.96218,Private room,75,1,2,2019-07-02,2.0,2,353
Small Private Room in Upper East Side #8,1786901,Manhattan,Upper East Side,40.78189,-73.9455,Private room,69,3,0,,0.0,9,30
"Cozy, perfect located, Room in the middle of NYC",271170087,Manhattan,Hell's Kitchen,40.76557,-73.9909,Private room,185,4,1,2019-06-30,1.0,1,50
Cozy single room in Manhattan,3773866,Manhattan,Harlem,40.81842,-73.9391,Private room,42,2,0,,0.0,2,14
Luxury TriBeCa Apartment at an amazing price,271248669,Manhattan,Tribeca,40.71206,-74.00999,Entire home/apt,6500,180,0,,0.0,1,365
"Cozy room in Brooklyn, Park Slope",52587835,Brooklyn,Sunset Park,40.65989,-73.99336,Private room,42,3,0,,0.0,1,24
"Cozy apartment, amazing location!",271094569,Manhattan,Lower East Side,40.71895,-73.98813,Entire home/apt,99,2,1,2019-06-26,1.0,1,333
Charming  prewar 1 bedroom in vibrant Midtown East,271264403,Manhattan,Murray Hill,40.7472,-73.97337,Entire home/apt,229,1,0,,0.0,1,176
"BEAUTIFUL ONE BEDROOM, PRIVATE BACKYARD. Manhattan",269609725,Manhattan,Lower East Side,40.71276,-73.98488,Entire home/apt,200,2,0,,0.0,1,361
4FE Chelsea Studio Exclusively Yours,271275048,Manhattan,Chelsea,40.74638,-73.99094,Entire home/apt,125,30,0,,0.0,2,245
"Private room w/ Loft Bed, Desk, Quick Ride to City",271275248,Brooklyn,Bushwick,40.69057,-73.90671,Private room,50,2,1,2019-06-30,1.0,1,15
Chelsea Loft Living - Perfect for LARGE groups,63492343,Manhattan,Chelsea,40.73971,-73.99611,Entire home/apt,1050,2,0,,0.0,1,365
"Spectacular 2 Bedroom, 2 1/2 Bath",6960348,Brooklyn,Williamsburg,40.71537,-73.94601,Entire home/apt,385,2,0,,0.0,1,80
Private Studio-Bedroom in Duplex in Williamsburg,271282883,Brooklyn,Greenpoint,40.72779,-73.94081,Private room,99,6,0,,0.0,2,54
"Private room in a spacious, clean, cozy apartment.",11123552,Brooklyn,Bushwick,40.70187,-73.92389,Private room,50,1,1,2019-07-01,1.0,2,11
"Chic room, excellent location!",14844084,Manhattan,Harlem,40.82625,-73.94791,Private room,75,4,0,,0.0,1,113
Williamsburg 2nd Fl 2bed Floor thru Apt townhouse,269568546,Brooklyn,Williamsburg,40.7144,-73.95757,Entire home/apt,155,1,2,2019-07-05,2.0,1,88
SHORT TERM STAY,9037589,Queens,Woodside,40.74367,-73.91247,Private room,90,1,0,,0.0,1,179
"True 1 bedroom, with add'l pull out couch",9483525,Manhattan,West Village,40.73669,-74.001,Entire home/apt,300,2,1,2019-07-01,1.0,1,28
"Sunlit, cozy and tranquil one bedroom in Brooklyn",39724060,Brooklyn,Bedford-Stuyvesant,40.68932,-73.93494,Entire home/apt,115,7,0,,0.0,1,79
"Airy, light-filled, charming and zen duplex",4073971,Brooklyn,Bedford-Stuyvesant,40.68899,-73.94988,Entire home/apt,210,5,0,,0.0,1,80
Great Room; by Park / River; 15 min to Manhattan,161031033,Queens,Ditmars Steinway,40.78316,-73.91804,Private room,70,5,0,,0.0,1,30
Trendy and Tranquil Brooklyn Duplex,271300364,Brooklyn,Bushwick,40.69599,-73.93154,Entire home/apt,172,1,0,,0.0,1,88
Artist Luxe Loft Prime Williamsburg,271035656,Brooklyn,Williamsburg,40.70835,-73.95368,Entire home/apt,270,2,1,2019-07-05,1.0,1,308
"NYC Trip! Safe,Walk to train, 20 min toTime Square",105579614,Queens,Ridgewood,40.70869,-73.90835,Private room,80,1,0,,0.0,1,72
"Stylish  bedroom, two stops from Times Square! LIC",218986739,Queens,Long Island City,40.74575,-73.9449,Private room,79,1,0,,0.0,2,346
Comfy Private Room Shared Bath/Kitchen,28891151,Brooklyn,East New York,40.66802,-73.88724,Private room,75,2,0,,0.0,4,90
Convenient family friendly entire 2br in Bushwick.,5178414,Brooklyn,Bushwick,40.69859,-73.91398,Entire home/apt,250,7,0,,0.0,1,32
In the heart of the LES a sunny and charming room!,271321622,Manhattan,Lower East Side,40.71968,-73.98453,Private room,120,1,0,,0.0,1,352
The Emperors Den,252897042,Bronx,Bronxdale,40.85247,-73.86418,Entire home/apt,60,4,2,2019-07-07,2.0,1,194
Private Rock and roll room 1blk from train,95886123,Queens,Astoria,40.76621,-73.92274,Private room,100,2,0,,0.0,2,357
Luxury 800sq ft loft in the heart of Little Italy!,17869274,Manhattan,Little Italy,40.71878,-73.99808,Entire home/apt,202,1,0,,0.0,1,23
Private room in Central Park North,264495166,Manhattan,Harlem,40.80199,-73.95779,Private room,90,2,1,2019-07-03,1.0,3,46
Private Room in Lower East Side,30797242,Manhattan,Lower East Side,40.72285,-73.98895,Private room,75,3,0,,0.0,1,21
An inspiring loft in Williamsburg,2206491,Brooklyn,Williamsburg,40.71483,-73.95243,Entire home/apt,110,5,0,,0.0,1,303
Cosy Sunny room near Prospect Park,121127613,Brooklyn,Flatbush,40.65205,-73.96311,Private room,50,1,0,,0.0,1,265
"Great Apartment only $79 per night 
Great area",267710728,Bronx,Pelham Gardens,40.86143,-73.84573,Entire home/apt,79,2,1,2019-06-26,1.0,2,354
Large private room in the heart of Williamsburg,271350187,Brooklyn,Williamsburg,40.71814,-73.95041,Private room,109,1,0,,0.0,3,304
Charming suite on Historic block,271354975,Brooklyn,Bedford-Stuyvesant,40.68323,-73.94694,Private room,170,2,0,,0.0,1,164
Private Room In Hamilton Heights Manhattan,23773167,Manhattan,Harlem,40.82682,-73.95157,Private room,70,2,0,,0.0,2,312
"Amazing Room! Awesome Price!
Can’t wait to meet U!",268198789,Brooklyn,Cypress Hills,40.67877,-73.86722,Private room,68,2,0,,0.0,2,315
Luxury apartment 2 min to times square,203565865,Manhattan,SoHo,40.7206,-74.00023,Entire home/apt,1308,2,0,,0.0,1,179
"Cosy Private room, weekly cleaner",15057355,Manhattan,Two Bridges,40.71155,-73.99712,Private room,70,3,0,,0.0,1,62
Apartment In Hamilton Heights Manhattan,23773167,Manhattan,Harlem,40.8233,-73.95122,Entire home/apt,125,3,0,,0.0,2,326
Shared BR for Overnight Sleep,217595343,Manhattan,East Harlem,40.7982,-73.94422,Shared room,65,1,2,2019-06-30,2.0,2,170
